1765325651.203525 server started (53780): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1765325651.203544 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Wed Oct 15 21:12:09 PDT 2025; root:xnu-11417.140.69.703.14~1/RELEASE_ARM64_T6031
1765325651.203554 using libevent 2.1.12-stable select
1765325651.203562 using utf8proc 2.11.2
1765325651.203568 using ncurses 6.5 20240427
1765325651.207571 yylex_token: end at WS
1765325651.207578 yylex_token: %%
1765325651.207587 cmd_parse_build_commands 0:0: bind
1765325651.207660 cmd_parse_build_commands 0:1: -N
1765325651.207668 cmd_parse_build_commands 0:2: Rename current session
1765325651.207675 cmd_parse_build_commands 0:3: $
1765325651.207683 cmd_parse_build_commands 0:4 0:0: command-prompt
1765325651.207690 cmd_parse_build_commands 0:4 0:1: -I#S
1765325651.207698 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1765325651.207705 cmd_parse_build_commands 0:4 0:2 0:1: --
1765325651.207713 cmd_parse_build_commands 0:4 0:2 0:2: %%
1765325651.207721 cmd_parse_build_commands 0:0: command-prompt
1765325651.207728 cmd_parse_build_commands 0:1: -I#S
1765325651.207736 cmd_parse_build_commands 0:2 0:0: rename-session
1765325651.207743 cmd_parse_build_commands 0:2 0:1: --
1765325651.207750 cmd_parse_build_commands 0:2 0:2: %%
1765325651.207758 cmd_parse_build_commands 0:0: rename-session
1765325651.207765 cmd_parse_build_commands 0:1: --
1765325651.207772 cmd_parse_build_commands 0:2: %%
1765325651.207783 args_parse_flags: next --
1765325651.207791 args_parse: flags end at 2 of 3
1765325651.207799 args_parse: 2 = %% (type STRING)
1765325651.207810 cmd_parse_build_commands: rename-session "%%"
1765325651.207818 args_parse_flags: next -I#S
1765325651.207826 args_parse_flag_argument: -I = #S
1765325651.207832 args_parse: flags end at 2 of 3
1765325651.207841 args_parse: 2 = rename-session "%%" (type COMMANDS)
1765325651.207854 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1765325651.207862 args_parse_flags: next -N
1765325651.207870 args_parse_flag_argument: -N = Rename current session
1765325651.207877 args_parse_flags: next $
1765325651.207884 args_parse: flags end at 3 of 5
1765325651.207891 args_parse: 3 = $ (type STRING)
1765325651.207902 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1765325651.207916 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1765325651.207930 cmdq_get_command: [bind-key/0x15c9066a0] group 62
1765325651.207936 cmdq_append <global>: [bind-key/0x15c9066a0]
1765325651.207941 yylex_token: end at WS
1765325651.207947 yylex_token: bind
1765325651.207952 yylex_token: end at WS
1765325651.207958 yylex_token: -N
1765325651.207964 yylex_token: end at WS
1765325651.207970 yylex_token: Split window horizontally
1765325651.207976 yylex_get_word: %
1765325651.207982 yylex_token: end at WS
1765325651.207987 yylex_token: split-window
1765325651.208055 yylex_token: end at WS
1765325651.208061 yylex_token: -h
1765325651.208067 cmd_parse_build_commands 0:0: bind
1765325651.208072 cmd_parse_build_commands 0:1: -N
1765325651.208077 cmd_parse_build_commands 0:2: Split window horizontally
1765325651.208082 cmd_parse_build_commands 0:3: %
1765325651.208087 cmd_parse_build_commands 0:4 0:0: split-window
1765325651.208092 cmd_parse_build_commands 0:4 0:1: -h
1765325651.208098 cmd_parse_build_commands 0:0: split-window
1765325651.208103 cmd_parse_build_commands 0:1: -h
1765325651.208110 args_parse_flags: next -h
1765325651.208115 args_parse_flags: -h
1765325651.208120 args_parse: flags end at 2 of 2
1765325651.208127 cmd_parse_build_commands: split-window -h
1765325651.208169 args_parse_flags: next -N
1765325651.208176 args_parse_flag_argument: -N = Split window horizontally
1765325651.208182 args_parse_flags: next %
1765325651.208189 args_parse: flags end at 3 of 5
1765325651.208195 args_parse: 3 = % (type STRING)
1765325651.208244 args_parse: 4 = split-window -h (type COMMANDS)
1765325651.208256 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1765325651.208262 cmdq_get_command: [bind-key/0x15c906310] group 74
1765325651.208267 cmdq_append <global>: [bind-key/0x15c906310]
1765325651.208273 yylex_token: end at WS
1765325651.208277 yylex_token: bind
1765325651.208282 yylex_token: end at WS
1765325651.208287 yylex_token: -N
1765325651.208293 yylex_token: end at WS
1765325651.208298 yylex_token: Kill current window
1765325651.208303 yylex_token: end at WS
1765325651.208308 yylex_token: &
1765325651.208352 yylex_token: end at WS
1765325651.208358 yylex_token: confirm-before
1765325651.208365 yylex_token: end at WS
1765325651.208370 yylex_token: -pkill-window #W? (y/n)
1765325651.208376 yylex_token: end at WS
1765325651.208381 yylex_token: kill-window
1765325651.208387 cmd_parse_build_commands 0:0: bind
1765325651.208392 cmd_parse_build_commands 0:1: -N
1765325651.208398 cmd_parse_build_commands 0:2: Kill current window
1765325651.208403 cmd_parse_build_commands 0:3: &
1765325651.208408 cmd_parse_build_commands 0:4 0:0: confirm-before
1765325651.208414 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1765325651.208419 cmd_parse_build_commands 0:4 0:2: kill-window
1765325651.208426 cmd_parse_build_commands 0:0: confirm-before
1765325651.208577 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1765325651.208586 cmd_parse_build_commands 0:2: kill-window
1765325651.208593 args_parse_flags: next -pkill-window #W? (y/n)
1765325651.208598 args_parse_flag_argument: -p = kill-window #W? (y/n)
1765325651.208604 args_parse_flags: next kill-window
1765325651.208609 args_parse: flags end at 2 of 3
1765325651.208615 args_parse: 2 = kill-window (type STRING)
1765325651.208624 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1765325651.208630 args_parse_flags: next -N
1765325651.208635 args_parse_flag_argument: -N = Kill current window
1765325651.208641 args_parse_flags: next &
1765325651.208646 args_parse: flags end at 3 of 5
1765325651.208651 args_parse: 3 = & (type STRING)
1765325651.208660 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1765325651.208673 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1765325651.208680 cmdq_get_command: [bind-key/0x15c906ad0] group 82
1765325651.208685 cmdq_append <global>: [bind-key/0x15c906ad0]
1765325651.208698 yylex_token: end at WS
1765325651.208704 yylex_token: bind
1765325651.208709 yylex_token: end at WS
1765325651.208714 yylex_token: -N
1765325651.208721 yylex_token: end at WS
1765325651.208726 yylex_token: Prompt for window index to select
1765325651.208731 yylex_token: end at WS
1765325651.208883 yylex_token: '
1765325651.208892 yylex_token: end at WS
1765325651.208897 yylex_token: command-prompt
1765325651.208903 yylex_token: end at WS
1765325651.208908 yylex_token: -T
1765325651.208914 yylex_token: end at WS
1765325651.208919 yylex_token: window-target
1765325651.208925 yylex_token: end at WS
1765325651.208929 yylex_token: -pindex
1765325651.208935 yylex_token: end at WS
1765325651.209086 yylex_token: select-window
1765325651.209095 yylex_token: end at WS
1765325651.209100 yylex_token: -t
1765325651.209105 yylex_token: end at WS
1765325651.209111 yylex_token: :%%
1765325651.209117 cmd_parse_build_commands 0:0: bind
1765325651.209123 cmd_parse_build_commands 0:1: -N
1765325651.209128 cmd_parse_build_commands 0:2: Prompt for window index to select
1765325651.209133 cmd_parse_build_commands 0:3: '
1765325651.209139 cmd_parse_build_commands 0:4 0:0: command-prompt
1765325651.209144 cmd_parse_build_commands 0:4 0:1: -T
1765325651.209150 cmd_parse_build_commands 0:4 0:2: window-target
1765325651.209155 cmd_parse_build_commands 0:4 0:3: -pindex
1765325651.209160 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1765325651.209166 cmd_parse_build_commands 0:4 0:4 0:1: -t
1765325651.209318 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1765325651.209328 cmd_parse_build_commands 0:0: command-prompt
1765325651.209333 cmd_parse_build_commands 0:1: -T
1765325651.209338 cmd_parse_build_commands 0:2: window-target
1765325651.209344 cmd_parse_build_commands 0:3: -pindex
1765325651.209350 cmd_parse_build_commands 0:4 0:0: select-window
1765325651.209355 cmd_parse_build_commands 0:4 0:1: -t
1765325651.209361 cmd_parse_build_commands 0:4 0:2: :%%
1765325651.209367 cmd_parse_build_commands 0:0: select-window
1765325651.209373 cmd_parse_build_commands 0:1: -t
1765325651.209378 cmd_parse_build_commands 0:2: :%%
1765325651.209385 args_parse_flags: next -t
1765325651.209391 args_parse_flag_argument: -t = :%%
1765325651.209396 args_parse: flags end at 3 of 3
1765325651.209404 cmd_parse_build_commands: select-window -t ":%%"
1765325651.209409 args_parse_flags: next -T
1765325651.209415 args_parse_flag_argument: -T = window-target
1765325651.209420 args_parse_flags: next -pindex
1765325651.209427 args_parse_flag_argument: -p = index
1765325651.209579 args_parse: flags end at 4 of 5
1765325651.209589 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1765325651.209601 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1765325651.209608 args_parse_flags: next -N
1765325651.209613 args_parse_flag_argument: -N = Prompt for window index to select
1765325651.209619 args_parse_flags: next '
1765325651.209624 args_parse: flags end at 3 of 5
1765325651.209630 args_parse: 3 = ' (type STRING)
1765325651.209640 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1765325651.209656 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1765325651.209664 cmdq_get_command: [bind-key/0x15c906f60] group 90
1765325651.209670 cmdq_append <global>: [bind-key/0x15c906f60]
1765325651.209676 yylex_token: end at WS
1765325651.209680 yylex_token: bind
1765325651.209686 yylex_token: end at WS
1765325651.209690 yylex_token: -N
1765325651.209696 yylex_token: end at WS
1765325651.209702 yylex_token: Switch to previous client
1765325651.209707 yylex_token: end at WS
1765325651.209712 yylex_token: (
1765325651.209718 yylex_token: end at WS
1765325651.209869 yylex_token: switch-client
1765325651.209878 yylex_token: end at WS
1765325651.209883 yylex_token: -p
1765325651.209889 cmd_parse_build_commands 0:0: bind
1765325651.209894 cmd_parse_build_commands 0:1: -N
1765325651.209904 cmd_parse_build_commands 0:2: Switch to previous client
1765325651.209910 cmd_parse_build_commands 0:3: (
1765325651.209915 cmd_parse_build_commands 0:4 0:0: switch-client
1765325651.209922 cmd_parse_build_commands 0:4 0:1: -p
1765325651.209928 cmd_parse_build_commands 0:0: switch-client
1765325651.209934 cmd_parse_build_commands 0:1: -p
1765325651.209940 args_parse_flags: next -p
1765325651.209946 args_parse_flags: -p
1765325651.209951 args_parse: flags end at 2 of 2
1765325651.209958 cmd_parse_build_commands: switch-client -p
1765325651.209964 args_parse_flags: next -N
1765325651.209969 args_parse_flag_argument: -N = Switch to previous client
1765325651.209974 args_parse_flags: next (
1765325651.209980 args_parse: flags end at 3 of 5
1765325651.209986 args_parse: 3 = ( (type STRING)
1765325651.210138 args_parse: 4 = switch-client -p (type COMMANDS)
1765325651.210151 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1765325651.210159 cmdq_get_command: [bind-key/0x15c907700] group 102
1765325651.210165 cmdq_append <global>: [bind-key/0x15c907700]
1765325651.210170 yylex_token: end at WS
1765325651.210175 yylex_token: bind
1765325651.210180 yylex_token: end at WS
1765325651.210185 yylex_token: -N
1765325651.210192 yylex_token: end at WS
1765325651.210197 yylex_token: Switch to next client
1765325651.210203 yylex_token: end at WS
1765325651.210207 yylex_token: )
1765325651.210213 yylex_token: end at WS
1765325651.210218 yylex_token: switch-client
1765325651.210223 yylex_token: end at WS
1765325651.210229 yylex_token: -n
1765325651.210235 cmd_parse_build_commands 0:0: bind
1765325651.210240 cmd_parse_build_commands 0:1: -N
1765325651.210245 cmd_parse_build_commands 0:2: Switch to next client
1765325651.210398 cmd_parse_build_commands 0:3: )
1765325651.210406 cmd_parse_build_commands 0:4 0:0: switch-client
1765325651.210412 cmd_parse_build_commands 0:4 0:1: -n
1765325651.210419 cmd_parse_build_commands 0:0: switch-client
1765325651.210424 cmd_parse_build_commands 0:1: -n
1765325651.210431 args_parse_flags: next -n
1765325651.210436 args_parse_flags: -n
1765325651.210442 args_parse: flags end at 2 of 2
1765325651.210448 cmd_parse_build_commands: switch-client -n
1765325651.210454 args_parse_flags: next -N
1765325651.210459 args_parse_flag_argument: -N = Switch to next client
1765325651.210464 args_parse_flags: next )
1765325651.210469 args_parse: flags end at 3 of 5
1765325651.210474 args_parse: 3 = ) (type STRING)
1765325651.210481 args_parse: 4 = switch-client -n (type COMMANDS)
1765325651.210491 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1765325651.210498 cmdq_get_command: [bind-key/0x15c907ce0] group 110
1765325651.210652 cmdq_append <global>: [bind-key/0x15c907ce0]
1765325651.210664 yylex_token: end at WS
1765325651.210671 yylex_token: bind
1765325651.210678 yylex_token: end at WS
1765325651.210684 yylex_token: -N
1765325651.210691 yylex_token: end at WS
1765325651.210696 yylex_token: Rename current window
1765325651.210703 yylex_token: end at WS
1765325651.210708 yylex_token: ,
1765325651.210715 yylex_token: end at WS
1765325651.210721 yylex_token: command-prompt
1765325651.210727 yylex_token: end at WS
1765325651.210880 yylex_token: -I#W
1765325651.210890 yylex_token: end at WS
1765325651.210896 yylex_token: rename-window
1765325651.210901 yylex_token: end at WS
1765325651.210907 yylex_token: --
1765325651.210913 yylex_token: end at WS
1765325651.210919 yylex_token: %%
1765325651.210925 cmd_parse_build_commands 0:0: bind
1765325651.210931 cmd_parse_build_commands 0:1: -N
1765325651.210937 cmd_parse_build_commands 0:2: Rename current window
1765325651.210943 cmd_parse_build_commands 0:3: ,
1765325651.210950 cmd_parse_build_commands 0:4 0:0: command-prompt
1765325651.210955 cmd_parse_build_commands 0:4 0:1: -I#W
1765325651.210962 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1765325651.210967 cmd_parse_build_commands 0:4 0:2 0:1: --
1765325651.210973 cmd_parse_build_commands 0:4 0:2 0:2: %%
1765325651.210986 cmd_parse_build_commands 0:0: command-prompt
1765325651.210992 cmd_parse_build_commands 0:1: -I#W
1765325651.210999 cmd_parse_build_commands 0:2 0:0: rename-window
1765325651.211005 cmd_parse_build_commands 0:2 0:1: --
1765325651.211158 cmd_parse_build_commands 0:2 0:2: %%
1765325651.211166 cmd_parse_build_commands 0:0: rename-window
1765325651.211172 cmd_parse_build_commands 0:1: --
1765325651.211177 cmd_parse_build_commands 0:2: %%
1765325651.211183 args_parse_flags: next --
1765325651.211188 args_parse: flags end at 2 of 3
1765325651.211194 args_parse: 2 = %% (type STRING)
1765325651.211201 cmd_parse_build_commands: rename-window "%%"
1765325651.211207 args_parse_flags: next -I#W
1765325651.211212 args_parse_flag_argument: -I = #W
1765325651.211363 args_parse: flags end at 2 of 3
1765325651.211373 args_parse: 2 = rename-window "%%" (type COMMANDS)
1765325651.211383 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1765325651.211389 args_parse_flags: next -N
1765325651.211395 args_parse_flag_argument: -N = Rename current window
1765325651.211399 args_parse_flags: next ,
1765325651.211405 args_parse: flags end at 3 of 5
1765325651.211410 args_parse: 3 = , (type STRING)
1765325651.211419 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1765325651.211432 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1765325651.211440 cmdq_get_command: [bind-key/0x15c908410] group 118
1765325651.211446 cmdq_append <global>: [bind-key/0x15c908410]
1765325651.211451 yylex_token: end at WS
1765325651.211456 yylex_token: bind
1765325651.211462 yylex_token: end at WS
1765325651.211468 yylex_token: -N
1765325651.211476 yylex_token: end at WS
1765325651.211481 yylex_token: Delete the most recent paste buffer
1765325651.211486 yylex_token: end at WS
1765325651.211491 yylex_token: -
1765325651.211496 yylex_token: end at WS
1765325651.211502 yylex_token: delete-buffer
1765325651.211655 cmd_parse_build_commands 0:0: bind
1765325651.211664 cmd_parse_build_commands 0:1: -N
1765325651.211669 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1765325651.211675 cmd_parse_build_commands 0:3: -
1765325651.211680 cmd_parse_build_commands 0:4 0:0: delete-buffer
1765325651.211686 cmd_parse_build_commands 0:0: delete-buffer
1765325651.211693 args_parse: flags end at 1 of 1
1765325651.211699 cmd_parse_build_commands: delete-buffer
1765325651.211704 args_parse_flags: next -N
1765325651.211710 args_parse_flag_argument: -N = Delete the most recent paste buffer
1765325651.211715 args_parse_flags: next -
1765325651.211720 args_parse: flags end at 3 of 5
1765325651.211726 args_parse: 3 = - (type STRING)
1765325651.211732 args_parse: 4 = delete-buffer (type COMMANDS)
1765325651.211742 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1765325651.211749 cmdq_get_command: [bind-key/0x15c908610] group 130
1765325651.211755 cmdq_append <global>: [bind-key/0x15c908610]
1765325651.211760 yylex_token: end at WS
1765325651.211766 yylex_token: bind
1765325651.211771 yylex_token: end at WS
1765325651.211922 yylex_token: -N
1765325651.211931 yylex_token: end at WS
1765325651.211937 yylex_token: Move the current window
1765325651.211942 yylex_token: end at WS
1765325651.211947 yylex_token: .
1765325651.211953 yylex_token: end at WS
1765325651.211958 yylex_token: command-prompt
1765325651.211963 yylex_token: end at WS
1765325651.211969 yylex_token: -T
1765325651.211974 yylex_token: end at WS
1765325651.211979 yylex_token: target
1765325651.211985 yylex_token: end at WS
1765325651.211990 yylex_token: move-window
1765325651.211995 yylex_token: end at WS
1765325651.212000 yylex_token: -t
1765325651.212006 yylex_token: end at WS
1765325651.212010 yylex_token: %%
1765325651.212017 cmd_parse_build_commands 0:0: bind
1765325651.212022 cmd_parse_build_commands 0:1: -N
1765325651.212175 cmd_parse_build_commands 0:2: Move the current window
1765325651.212183 cmd_parse_build_commands 0:3: .
1765325651.212189 cmd_parse_build_commands 0:4 0:0: command-prompt
1765325651.212199 cmd_parse_build_commands 0:4 0:1: -T
1765325651.212205 cmd_parse_build_commands 0:4 0:2: target
1765325651.212210 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1765325651.212216 cmd_parse_build_commands 0:4 0:3 0:1: -t
